name;parent;categoria;descripcion
Nocardia;Nocardiaceae;Género;Bacterias Gram positivas aerobias filamentosas que pueden causar infecciones pulmonares y cutáneas
Clavibacter ;Microbacteriaceae;Género;Género de bacterias Gram positivas fitopatógenas que causan marchitez en cultivos económicos
Streptomyces;Streptomycetaceae;Género;Bacterias filamentosas del suelo, principal fuente biológica de antibióticos de uso médico
Bifidobacterium;Bifidobacteriaceae;Género;Bacterias anaerobias ramificadas que predominan en la microbiota intestinal de lactantes sanos
Actinomyces;Actinomycetaceae;Género;Bacterias Gram positivas anaerobias o microaerófilas que colonizan la cavidad bucal animal
Propionibacterium ;Propionibacteriaceae;Género;Bacterias que fermentan lactato produciendo ácido propiónico, usadas en el queso
Rhizobium;Rhizobiaceae;Género;Bacterias fijadoras de nitrógeno que forman simbiosis mutualistas en raíces de leguminosas
Agrobacterium;Rhizobiaceae;Género;Bacterias del suelo capaces de transferir ADN a plantas, induciendo tumores
Acetobacter ;Acetobacteraceae;Género;Bacterias Gram negativas aerobias que oxidan el etanol para producir ácido acético
Neisseria ;Neisseriaceae;Género;Diplococos Gram negativos patógenos; incluye a los agentes de gonorrea y meningitis
Ralstonia;Burkholderiaceae;Género;Bacterias Gram negativas fitopatógenas que obstruyen el sistema vascular de las plantas
Yersinia;Yersiniaceae;Género;Bacilos Gram negativos; Y. pestis es la bacteria responsable de la peste
Serratia;Yersiniaceae;Género;Bacterias Gram negativas conocidas por producir un característico pigmento rojo, la prodigiosina
Escherichia;Enterobacteriaceae;Género;Bacteria Gram negativa modelo de la microbiota intestinal; incluye cepas patógenas (E. coli)
Salmonella;Enterobacteriaceae;Género;Enterobacterias Gram negativas que causan fiebres tifoideas y gastroenteritis por alimentos contaminados
Shigella;Enterobacteriaceae;Género;Bacterias Gram negativas estrechamente emparentadas con E. coli, causantes de disentería bacilar
Klebsiella;Enterobacteriaceae;Género;Bacilos Gram negativos capsulados, agentes frecuentes de neumonías e infecciones intrahospitalarias
Citrobacter;Enterobacteriaceae;Género;Bacterias Gram negativas oportunistas que utilizan citrato como única fuente de carbono
Enterobacter;Enterobacteriaceae;Género;Bacilos Gram negativas ubicuos en la naturaleza y patógenos nosocomiales comunes
Proteus;Morganellaceae;Género;Bacterias Gram negativas con motilidad flagelar invasiva, comunes en infecciones urinarias
Morganella;Morganellaceae;Género;Bacterias Gram negativas causantes de infecciones oportunistas postoperatorias y urinarias
Erwinia;Erwiniaceae;Género;Bacterias Gram negativas fitopatógenas asociadas con el marchitamiento y necrosis de plantas
Pectobacterium ;Pectobacteriaceae;Género;Bacterias fitopatógenas que causan pudrición blanda mediante la producción de enzimas pectolíticas
Pseudomonas;Pseudomonadaceae;Género;Bacilos Gram negativos con flagelos polares y una resistencia intrínseca a antibióticos
Acinetobacter;Moraxellaceae;Género;Cocobacilos Gram negativos no móviles, causantes de infecciones intrahospitalarias multirresistentes
Haemophilus;Pasteurellaceae;Género;Bacterias Gram negativas exigentes que requieren factores sanguíneos específicos para su crecimiento
Xanthomonas;Lysobacteraceae;Género;Bacterias fitopatógenas Gram negativas productoras del polisacárido industrial goma xantana
Xylella ;Lysobacteraceae;Género;Bacteria fitopatógena Gram negativa confinada al xilema y transmitida por insectos vectores
Vibrio;Vibrionaceae;Género;Bacterias Gram negativas curvadas; V. cholerae es el agente causal del cólera
Campylobacter;Campylobacteraceae;Género;Bacilos Gram negativos curvos que causan una de las principales gastroenteritis alimentarias
Helicobacter;Helicobacteraceae;Género;Bacteria espiral Gram negativa que coloniza el estómago humano, asociada a úlceras
Chlamydia;Chlamydiaceae;Género;Bacterias esféricas parásitas intracelulares obligadas con un ciclo replicativo dimórfico único
Thermus ;Thermaceae;Género;Bacterias hipertermófilas cuya ADN polimerasa (Taq) revolucionó la técnica de la PCR
Methanobrevibacter;Methanobacteriaceae;Género;Arqueas metanógenas anaerobias que forman parte de la microbiota del rumen animal
Methanothermus;Methanothermaceae;Género;Arqueas hipertermófilas extremas que producen metano de forma óptima a 88 °C
Pyrococcus;Thermococcaceae;Género;Arqueas hipertermófilas marinas de las que se extrae la polimerasa de alta fidelidad Pfu
Halobacterium;Halobacteriaceae;Género;Arqueas halófilas extremas que utilizan bacteriorrodopsina para realizar una síntesis ATP fotosensible
Nanobdella;Nanobdellaceae;Género;Arqueas parásitas ultrapequeñas que dependen metabólicamente del contacto físico con su hospedador
Microcaldus;Microcaldaceae;Género;Arqueas hipertermófilas diminutas aisladas recientemente en fuentes termales submarinas
Promethearchaeum;Promethearchaeaceae;Género;Arquea del supergrupo Asgard cultivada en laboratorio, clave para comprender el origen eucariota
Nitrosopumilus;Nitrosopumilus;Género;Arqueas marinas que oxidan amoníaco a nitrito fijando carbono en los océanos
Sulfolobus;Sulfolobaceae;Género;Arqueas termoacidófilas de fuentes azufradas que crecen de forma óptima a pH muy bajo
Ignicoccus;Desulfurococcaceae;Género;Arqueas hipertermófilas marinas que albergan en su superficie exterior a la arquea simbionte Nanoarchaeum equitans
Protista*;Eukarya;Reino;No es un reino monofilético. Agrupa a organismos unicelulares que no pertenecen a los otros reinos
Excavata;Protista*;Infrareino;Supergrupo de eucariotas unicelulares que frecuentemente presentan un surco de alimentación ventral característico
SAR;Protista*;Infrareino;Macrogrupo eucariota filogenéticamente masivo integrado por estramenópilos, alveolados y rizarios
Amorphea;Protista*;Infrareino;Supergrupo eucariota que incluye a los amebozoos, hongos y todos los animales pluricelulares
Discoba;Excavata;Parvreino;Linaje basal de Excavata con crestas mitocondriales discoideas, incluyendo euglenozoos y percolozoos
Stramenopiles;SAR;Parvreino;Organismos con flagelos heterocontos heterogéneos
Alveolata;SAR;Parvreino;Protistas monofiléticos caracterizados por poseer vesículas aplanadas llamadas alvéolos bajo su membrana celular
Rhizaria;SAR;Parvreino;rotistas unicelulares amoeboides o flagelados que emiten característicos pseudópodos filamentosos, reticulados o finos
Euglenozoa;Discoba;Filo/División;Flagelados que poseen varillas paracristalinas flagelares, incluyendo fotosintéticos facultativos y parásitos tisulares
Metamonada;Excavata;Filo/División;Diplonámidos y parabasálidos anaerobios flagelados que carecen de mitocondrias clásicas estandarizadas metabólicamente
Haptista;Protista*;Filo/División;Protistas caracterizados por poseer un apéndice filamentoso único denominado haptonema para capturar presas
Bigyra;Stramenopiles;Filo/División;Protistas heterótrofos fagótrofos
Ochrophyta;Stramenopiles;Filo/División;Algas fotosintéticas con clorofilas a y c, tales como diatomeas y algas pardas
Miozoa;Alveolata;Filo/División;Linaje que agrupa formalmente a los dinoflagelados marinos y a los parásitos apicomplejos
Ciliophora;Alveolata;Filo/División;Complejos protistas cubiertos de cilios vibrátiles que presentan dimorfismo nuclear con macro y micronúcleo
Foraminifera;Rhizaria;Filo/División;Rizarios marinos que secretan testas calcáreas perforadas a través de las cuales extienden reticulopodios
Radiolaria;Rhizaria;Filo/División;Protistas marinos planctónicos que producen intrincados esqueletos minerales de sílice opalino amorfo
Amoebozoa;Amorphea;Filo/División;Protistas que se desplazan y alimentan mediante pseudópodos lobopodios romos y redondeados genéricamente
Euglenoida;Euglenozoa;Subfilo/Subdivisión;Protistas flagelados que poseen una película proteica articulada y crestas mitocondriales típicamente discoideas
Glycomonada;Euglenozoa;Subfilo/Subdivisión;Incluye kinetoplástidos y euglenoideos caracterizados por poseer glucosomas metabólicos especializados
Haptophyta;Haptista;Subfilo/Subdivisión;Algas unicelulares mayoritariamente marinas que poseen un apéndice flageliforme denominado haptonema
Heliozoa;Haptista;Subfilo/Subdivisión;Protistas amoeboides predominantemente dulceacuícolas con axopodios rígidos dispuestos radialmente en forma esférica
Sagenista;Bigyra;Subfilo/Subdivisión;Línea filogenética de estramenópilos heterótrofos que incluye a los laberintúlidos formadores de redes
Girysta;Bigyra;Subfilo/Subdivisión;Clado eucariota que agrupa formalmente a los organismos estramenópilos fotosintéticos y heterótrofos relacionados
Diatomista;Ochrophyta;Subfilo/Subdivisión;Línea evolutiva de algas estramenópilas que incluye de forma destacada a las diatomeas
Chrysista;Ochrophyta;Subfilo/Subdivisión;Clado de algas que reúne principalmente a las crisófitas y a las algas pardas
Apicomplexa;Miozoa;Subfilo/Subdivisión;Clado de algas que reúne principalmente a las crisófitas y a las algas pardas
Dinoflagellata;Miozoa;Subfilo/Subdivisión;Protistas acuáticos con dos flagelos característicos y paredes celulares compuestas por placas tecales
Intramacronucleata;Ciliophora;Subfilo/Subdivisión;Ciliados donde la división del macronúcleo ocurre mediante microtúbulos internos especializados
Postciliodesmatophora;Ciliophora;Subfilo/Subdivisión;Ciliados caracterizados por poseer postciliodesmas prominentes y macronúcleos que no se dividen directamente
Lobosa;Amoebozoa;Subfilo/Subdivisión;Amebozoos que se desplazan emitiendo pseudópodos cilíndricos o lobulados carentes de soporte interno
Conosa;Amoebozoa;Subfilo/Subdivisión;Clado de amebozoos que típicamente desarrollan flagelos y cuerpos basales asociados al núcleo
Khakista;Diatomista;Superclase;Grupo filogenético de estramenópilos fotosintéticos que abarca a las diatomeas y taxones afines
Hypogyrista;Diatomista;Superclase;Linaje menor de protistas estramenópilos con características flagelares y ultraestructurales basales distintivas
Phagochrysia;Chrysista;Superclase;Crisófitas predominantemente heterótrofas que retienen la capacidad de fagocitar partículas alimenticias activamente
Eustigmista;Chrysista;Superclase;Pequeño grupo de algas unicelulares estramenópilas que poseen un estigma ocular extraplastidial característico
Marista;Chrysista;Superclase;Macrogrupo eucariota que reúne linajes específicos dentro de la radiación evolutiva de estramenópilos
Peranemea;Euglenoida;Clase;Euglenozoos flagelados heterótrofos que poseen un aparato de ingestión celular rígido para fagocitar
Euglenophyceae;Euglenoida;Clase;Algas unicelulares fotosintéticas con cloroplastos rodeados por tres membranas obtenidos por endosimbiosis
Kinetoplastea;Glycomonada;Clase;Protistas flagelados caracterizados por poseer una gran masa de ADN mitocondrial llamada kinetoplasto
Fornicata;Metamonada;Clase;Eucariotas unicelulares anaerobios que carecen de mitocondrias típicas y de aparato de Golgi
Parabasalia;Metamonada;Clase;Protistas anaerobios flagelados que poseen un característico cuerpo parabasal asociado al aparato de Golgi
Prymnesiophyceae;Haptophyta;Clase;Algas unicelulares predominantemente marinas cubiertas por escamas calcáreas denominadas cocolitos frecuentemente
Pavlovophyceae;Haptophyta;Clase;Linaje basal de haptófitas con flagelos marcadamente desiguales y manchas oculares extraplastidiales
Labirynthulomycetes;Sagenista;Clase;Estramenópilos heterótrofos marinos que forman redes ectoplásmicas tubulares para deslizarse y nutrirse
Opalinea;Bigyra;Clase;Protistas multinucleados cubiertos de filas de cilios que habitan como comensales en intestinos
Pseudofungi;Girysta;Clase;Falsos hongos, incluye a los oomicetos
Bacillariophyceae;Khakista;Clase;Algas unicelulares fotosintéticas (diatomeas) con frústulos de sílice opalino formados por dos tecas
Dictyochophyceae;Hypogyrista;Clase;Algas unicelulares marinas componentes del fitoplancton que suelen poseer intrincados esqueletos silíceos radiales
Chrysophyceae;Phagochrysia;Clase;Algas doradas dulceacuícolas con pigmentos de fucoxantina que forman característicos quistes de resistencia silíceos
Synurophyceae;Phagochrysia;Clase;Algas unicelulares fotosintéticas cubiertas por intrincadas escamas de sílice ordenadas en patrones precisos
Eustigmatophyceae;Eustigmista;Clase;Pequeño grupo de algas unicelulares estramenópilas que poseen un estigma ocular extraplastidial rojizo
Raphidophyceae;Marista;Clase;Algas unicelulares flageladas marinas y dulceacuícolas que poseen numerosos cloroplastos y carecen de pared celular
Xantophyceae;Marista;Clase;Algas de color amarillo-verdoso debido a la ausencia de fucoxantina, predominantemente de agua dulce
Phaeophyceae;Marista;Clase;Algas pardas pluricelulares marinas que forman complejas estructuras tisulares y contienen abundante fucoxantina
Globothalamea;Foraminifera;Clase;Foraminíferos que producen testas multiloculares con cámaras típicamente globulares o trocoides organizadas coherentemente
Conoidasida;Apicomplexa;Clase;Apicomplejos parásitos que poseen un conoide completo y funcional en su complejo apical
Aconoidasida;Apicomplexa;Clase;Apicomplejos parásitos que carecen de conoide en la mayoría de sus estadios biológicos activos
Noctilucea (Noctilucophyceae);Dinoflagellata;Clase;Dinoflagelados marinos heterótrofos macroscópicos conocidos por producir espectaculares fenómenos de bioluminiscencia
Dinophyceae;Dinoflagellata;Clase;Dinoflagelados fotosintéticos clásicos con núcleo dinakaryon que poseen cloroplastos con clorofilas a y c
Oligohymenophora;Intramacronucleata;Clase;Ciliados que poseen un aparato bucal bien definido con distintas membranas adorales membranelas
Phyllopharyngea;Intramacronucleata;Clase;Ciliados que presentan un aparato citofaríngeo reforzado por cintas radiales de microtúbulos longitudinales
Spirotrichea;Intramacronucleata;Clase;Ciliados caracterizados por una notable zona adoral de membranelas bucales dispuestas espiraladamente en sentido antihorario
Heterotrichea;Postciliodesmatophora;Clase;Ciliados típicamente grandes con una ciliatura somática uniforme y pigmentación celular sumamente conspicua
Tubulinea;Lobosa;Clase;Amebozoos con pseudópodos cilíndricos que presentan un flujo citoplásmico monoaxial típicamente direccional y coordinado
